Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
105 AVE & WHALLEY BLVD,Casualty,SURREY,2016,1,49.193506,-122.842431
105A AVE & 128 ST,Casualty,SURREY,2016,1,49.194587,-122.867702
105A AVE & 132 ST,Casualty,SURREY,2016,1,49.194475,-122.856441
106 AVE & 132 ST,Casualty,SURREY,2016,1,49.195372,-122.856459
106 AVE & 148 ST,Casualty,SURREY,2016,1,49.195097,-122.812475
106 AVE & 160 ST,Casualty,SURREY,2016,1,49.195139,-122.778613
106A AVE & 146 ST,Casualty,SURREY,2016,1,49.196057,-122.817564
107 AVE & 132 ST,Casualty,SURREY,2016,1,49.19701,-122.856482
107A AVE & 129 ST,Casualty,SURREY,2016,1,49.197983,-122.864624
108 AVE & 133 ST,Casualty,SURREY,2016,1,49.198933,-122.853841
108 AVE & 141A ST,Casualty,SURREY,2016,1,49.198825,-122.829944
108 AVE & 142A ST,Casualty,SURREY,2016,1,49.198812,-122.827069
108 AVE & 159 ST,Casualty,SURREY,2016,1,49.19881,-122.781535
108 AVE & 162 ST & FRASERGLEN DR,Casualty,SURREY,2016,1,49.198826,-122.773088
108 AVE & UNNAMED LANE,Casualty,SURREY,2016,1,49.198791,-122.779733
108A AVE & 146 ST,Casualty,SURREY,2016,1,49.199656,-122.817358
108A AVE & ORIOLE DR,Casualty,SURREY,2016,1,49.199893,-122.808623
109 AVE & 159 ST & PARK ACCESS ROAD,Casualty,SURREY,2016,1,49.200638,-122.781594
110 AVE & 142B ST,Casualty,SURREY,2016,1,49.202461,-122.826382
110 AVE & 143A ST,Casualty,SURREY,2016,1,49.202455,-122.825109
110 AVE & 144 ST,Casualty,SURREY,2016,1,49.202443,-122.82216
110 AVE & 161A ST,Casualty,SURREY,2016,1,49.202431,-122.77491
111 AVE & 128 ST,Casualty,SURREY,2016,1,49.204712,-122.867516
111A AVE & 155 ST,Casualty,SURREY,2016,1,49.205189,-122.792538
111A AVE & 163A ST,Casualty,SURREY,2016,1,49.205087,-122.76922
112 AVE & 131 ST,Casualty,SURREY,2016,1,49.206242,-122.859196
112 AVE & 156 ST,Casualty,SURREY,2016,1,49.206124,-122.789811
113 AVE & 140 ST,Casualty,SURREY,2016,1,49.207655,-122.834246
113B AVE & 125A ST,Casualty,SURREY,2016,1,49.208942,-122.874431
115 AVE & 132 ST,Casualty,SURREY,2016,1,49.211341,-122.856304
116 AVE & 129 ST,Casualty,SURREY,2016,1,49.213497,-122.864383
116 AVE & KING RD,Casualty,SURREY,2016,1,49.213381,-122.84032
116 ST & 98A AVE,Casualty,SURREY,2016,1,49.18176,-122.901328
118 ST & 96 AVE,Casualty,SURREY,2016,1,49.177132,-122.895682
118B ST & 98 AVE,Casualty,SURREY,2016,1,49.180862,-122.893416
12 AVE & 184 ST,Casualty,SURREY,2016,1,49.023861,-122.713259
120 ST & 97A AVE,Casualty,SURREY,2016,1,49.179947,-122.890177
120 ST & HOLT RD,Casualty,SURREY,2016,1,49.169177,-122.890278
120A ST & 75A AVE,Casualty,SURREY,2016,1,49.14016,-122.888921
120A ST & 76 AVE,Casualty,SURREY,2016,1,49.141308,-122.888899
120A ST & 76A AVE,Casualty,SURREY,2016,1,49.142277,-122.888908
120A ST & 78 AVE,Casualty,SURREY,2016,1,49.144908,-122.887503
120A ST & 86 AVE,Casualty,SURREY,2016,1,49.159599,-122.888541
121 ST & 95A AVE & UNNAMED LANE,Casualty,SURREY,2016,1,49.176262,-122.887467
121 ST & 98 AVE,Casualty,SURREY,2016,1,49.180726,-122.887356
121 ST & 98A AVE,Casualty,SURREY,2016,1,49.181614,-122.887379
121 ST & 99 AVE,Casualty,SURREY,2016,1,49.182593,-122.887376
121A ST & 66 AVE,Casualty,SURREY,2016,1,49.12297,-122.886025
121A ST & 80 AVE,Casualty,SURREY,2016,1,49.14854,-122.886677
122 ST & 66 AVE,Casualty,SURREY,2016,1,49.122959,-122.884658
122 ST & 75A AVE,Casualty,SURREY,2016,1,49.140179,-122.884459
122 ST & 95 AVE,Casualty,SURREY,2016,1,49.175416,-122.88462
122A ST & 67A AVE,Casualty,SURREY,2016,1,49.125835,-122.883221
122A ST & 72 AVE,Casualty,SURREY,2016,1,49.133974,-122.883266
122A ST & 72A AVE,Casualty,SURREY,2016,1,49.134962,-122.88327
122A ST & 82 AVE,Casualty,SURREY,2016,1,49.152107,-122.882683
122B ST & 92 AVE,Casualty,SURREY,2016,1,49.170297,-122.882782
123 ST & 70A AVE,Casualty,SURREY,2016,1,49.131008,-122.881934
123 ST & 86 AVE,Casualty,SURREY,2016,1,49.15958,-122.882343
123A ST & 75 AVE,Casualty,SURREY,2016,1,49.139315,-122.880317
123A ST & 90 AVE,Casualty,SURREY,2016,1,49.166854,-122.880745
124 ST & 64A AVE,Casualty,SURREY,2016,1,49.120343,-122.879016
124 ST & 65 AVE,Casualty,SURREY,2016,1,49.121042,-122.879006
124 ST & 72A AVE,Casualty,SURREY,2016,1,49.134823,-122.879103
124 ST & 73A AVE,Casualty,SURREY,2016,1,49.136294,-122.879063
124 ST & 77A AVE,Casualty,SURREY,2016,1,49.143902,-122.879069
124 ST & 78 AVE,Casualty,SURREY,2016,1,49.144689,-122.879066
124 ST & 80A AVE,Casualty,SURREY,2016,1,49.149207,-122.879104
124 ST & 84 AVE,Casualty,SURREY,2016,1,49.155716,-122.879119
124 ST & 91A AVE,Casualty,SURREY,2016,1,49.169359,-122.87927
124 ST & 92 AVE,Casualty,SURREY,2016,1,49.170208,-122.879254
124A ST & 66 AVE,Casualty,SURREY,2016,1,49.122895,-122.877478
124A ST & 99 AVE,Casualty,SURREY,2016,1,49.182508,-122.877589
125 ST & 68 AVE,Casualty,SURREY,2016,1,49.126643,-122.876219
125 ST & 73 AVE,Casualty,SURREY,2016,1,49.135454,-122.876244
125 ST & 76 AVE,Casualty,SURREY,2016,1,49.141069,-122.876653
125 ST & 79 AVE,Casualty,SURREY,2016,1,49.146632,-122.875546
125 ST & 92 AVE,Casualty,SURREY,2016,1,49.170117,-122.876431
125A ST & COLEBROOK RD,Casualty,SURREY,2016,1,49.094264,-122.874801
126 ST & 26 AVE,Casualty,SURREY,2016,1,49.049717,-122.873118
126 ST & 58 AVE,Casualty,SURREY,2016,1,49.108234,-122.873518
126 ST & 60 AVE,Casualty,SURREY,2016,1,49.1118,-122.873499
126 ST & 66 AVE,Casualty,SURREY,2016,1,49.122877,-122.873198
126 ST & 90A AVE,Casualty,SURREY,2016,1,49.167335,-122.873606
126 ST & 92 AVE,Casualty,SURREY,2016,1,49.170009,-122.873639
126 ST & 94A AVE,Casualty,SURREY,2016,1,49.174467,-122.87365
126 ST & 97A AVE,Casualty,SURREY,2016,1,49.17988,-122.873379
127 ST & 62 AVE,Casualty,SURREY,2016,1,49.115449,-122.870517
127 ST & 66 AVE,Casualty,SURREY,2016,1,49.122855,-122.870748
127A ST & 64 AVE,Casualty,SURREY,2016,1,49.119184,-122.869392
127A ST & 72 AVE,Casualty,SURREY,2016,1,49.133888,-122.869474
128 ST & 56 AVE,Casualty,SURREY,2016,1,49.104493,-122.867858
128 ST & 63B AVE,Casualty,SURREY,2016,1,49.118277,-122.86779
128 ST & 71 AVE,Casualty,SURREY,2016,1,49.131934,-122.867877
128 ST & 85 AVE & UTILITY ACCESS ROAD,Casualty,SURREY,2016,1,49.157419,-122.868022
128 ST & 96A AVE,Casualty,SURREY,2016,1,49.177768,-122.86794
128 ST & 97 AVE,Casualty,SURREY,2016,1,49.178981,-122.867876
128 ST & 97A AVE,Casualty,SURREY,2016,1,49.179872,-122.867859
128 ST & 98 AVE,Casualty,SURREY,2016,1,49.180802,-122.867776
128 ST & CRESCENT RD,Casualty,SURREY,2016,1,49.053041,-122.867363
128B ST & PARKWOOD DR,Casualty,SURREY,2016,1,49.13669,-122.866389
129 ST & 59 AVE,Casualty,SURREY,2016,1,49.110103,-122.864857
129 ST & 60 AVE,Casualty,SURREY,2016,1,49.111835,-122.864867
129 ST & CRESCENT RD,Casualty,SURREY,2016,1,49.05343,-122.86448
129A ST & 61 AVE,Casualty,SURREY,2016,1,49.113621,-122.864151
129A ST & 84 AVE,Casualty,SURREY,2016,1,49.15538,-122.863892
129B ST & 24 AVE,Casualty,SURREY,2016,1,49.045767,-122.862705
13 AVE & 130 ST,Casualty,SURREY,2016,1,49.025794,-122.862041
130 ST & 24 AVE,Casualty,SURREY,2016,1,49.045758,-122.861126
130 ST & 59A AVE,Casualty,SURREY,2016,1,49.111062,-122.862072
130 ST & 62 AVE,Casualty,SURREY,2016,1,49.115455,-122.86237
130 ST & 74 AVE,Casualty,SURREY,2016,1,49.137374,-122.862335
130 ST & 86 AVE,Casualty,SURREY,2016,1,49.159183,-122.862367
130 ST & CLEVEDON DR,Casualty,SURREY,2016,1,49.127536,-122.862224
130A ST & 96 AVE,Casualty,SURREY,2016,1,49.177112,-122.861453
131A ST & 62 AVE,Casualty,SURREY,2016,1,49.115389,-122.858197
131A ST & 98 AVE,Casualty,SURREY,2016,1,49.180782,-122.85809
131A ST & COLEBROOK RD,Casualty,SURREY,2016,1,49.094876,-122.857762
131B ST & 20 AVE & LARONDE DR,Casualty,SURREY,2016,1,49.0385,-122.857763
132 ST & 24 AVE,Casualty,SURREY,2016,1,49.045783,-122.856427
