Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
CHILKO DR & WESTLAKE GATE,Casualty,COQUITLAM,2016,1,49.255766,-122.813936
CHRISTMAS WAY & LOUGHEED HWY,Casualty,COQUITLAM,2016,1,49.275651,-122.795847
CLARKE RD & COTTONWOOD AVE & NORTH RD,Casualty,COQUITLAM,2016,1,49.258977,-122.893006
CLARKE RD & MORRISON AVE,Casualty,COQUITLAM,2016,1,49.265649,-122.884852
CLARKE RD & THOMPSON AVE,Casualty,COQUITLAM,2016,1,49.268277,-122.881563
CLAYTON ST & ROCHESTER AVE,Casualty,COQUITLAM,2016,1,49.245449,-122.887002
COAST MERIDIAN RD & GALLOWAY AVE,Casualty,COQUITLAM,2016,1,49.294849,-122.755919
COAST MERIDIAN RD & MILLARD AVE,Casualty,COQUITLAM,2016,1,49.29659,-122.755895
COMO LAKE AVE & CRESTWOOD DR,Casualty,COQUITLAM,2016,1,49.263461,-122.852728
COMO LAKE AVE & ELMWOOD ST,Casualty,COQUITLAM,2016,1,49.263124,-122.889267
COMO LAKE AVE & REGENT ST,Casualty,COQUITLAM,2016,1,49.263486,-122.856138
COMO LAKE AVE & UNNAMED LANE,Casualty,COQUITLAM,2016,1,49.263108,-122.799622
COOPER CRT & GABRIOLA DR,Casualty,COQUITLAM,2016,1,49.29348,-122.777116
CORNELL AVE & PORTER ST,Casualty,COQUITLAM,2016,1,49.26077,-122.863273
COTTONWOOD AVE & FAIRVIEW ST,Casualty,COQUITLAM,2016,1,49.258667,-122.882882
COTTONWOOD AVE & ROBINSON ST,Casualty,COQUITLAM,2016,1,49.258241,-122.879813
DARTMOOR DR & HICKEY DR,Casualty,COQUITLAM,2016,1,49.243565,-122.817496
DARTMOOR DR & MARINER WAY,Casualty,COQUITLAM,2016,1,49.240174,-122.820482
DAYANEE SPRINGS BLVD & GENEST WAY,Casualty,COQUITLAM,2016,1,49.293885,-122.784962
DAYTON ST & HARPER RD,Casualty,COQUITLAM,2016,1,49.304068,-122.751882
DECAIRE ST & ROCHESTER AVE,Casualty,COQUITLAM,2016,1,49.24502,-122.850048
DECKER PL & DOUGLAS DR,Casualty,COQUITLAM,2016,1,49.255599,-122.811336
DELESTRE AVE & LORING ST,Casualty,COQUITLAM,2016,1,49.241878,-122.888086
DEWDNEY TRUNK RD & JUDD CRT,Casualty,COQUITLAM,2016,1,49.26806,-122.793242
DEWDNEY TRUNK RD & VIEWMOUNT DR,Casualty,COQUITLAM,2016,1,49.275724,-122.823827
DOGWOOD ST & REGAN AVE,Casualty,COQUITLAM,2016,1,49.262123,-122.883458
DUNLOP ST & SUNSET AVE,Casualty,COQUITLAM,2016,1,49.24123,-122.887198
DURANT DR & HUDSON ST,Casualty,COQUITLAM,2016,1,49.28754,-122.802689
EAGLERIDGE DR & GUILDFORD WAY,Casualty,COQUITLAM,2016,1,49.283442,-122.812803
EGMONT AVE & ROBINSON ST,Casualty,COQUITLAM,2016,1,49.265852,-122.880132
FLYNN CRES & SHAUGHNESSY ST,Casualty,COQUITLAM,2016,1,49.291254,-122.768735
FOSTER AVE & LINTON ST,Casualty,COQUITLAM,2016,1,49.256056,-122.840887
FOSTER AVE & POIRIER ST,Casualty,COQUITLAM,2016,1,49.25608,-122.846404
FOSTER AVE & PORTER ST,Casualty,COQUITLAM,2016,1,49.256219,-122.863351
FOSTER AVE & ROBINSON ST,Casualty,COQUITLAM,2016,1,49.256637,-122.879831
FOSTER AVE & WHITING WAY,Casualty,COQUITLAM,2016,1,49.2568,-122.891882
GALETTE AVE & PIPELINE RD,Casualty,COQUITLAM,2016,1,49.303859,-122.774776
GATENSBURY ST & HOWIE AVE,Casualty,COQUITLAM,2016,1,49.250492,-122.857959
GATENSBURY ST & WINSLOW AVE,Casualty,COQUITLAM,2016,1,49.253829,-122.857863
GLACIER ST & SHUSWAP AVE,Casualty,COQUITLAM,2016,1,49.23058,-122.817501
GREENE ST & IRVINE ST,Casualty,COQUITLAM,2016,1,49.26394,-122.794876
GREENMOUNT AVE & OXFORD ST,Casualty,COQUITLAM,2016,1,49.284327,-122.767213
GRIZZLY PL & PINETREE WAY & SILVERTHRONE DR,Casualty,COQUITLAM,2016,1,49.301382,-122.784788
GUILBY ST & LOUGHEED HWY & TURNING LANE,Casualty,COQUITLAM,2016,1,49.242068,-122.885674
GUILBY ST & SHAW AVE,Casualty,COQUITLAM,2016,1,49.244037,-122.885164
GUILDFORD WAY & PACIFIC ST,Casualty,COQUITLAM,2016,1,49.285232,-122.798071
GUILDFORD WAY & WESTWOOD ST,Casualty,COQUITLAM,2016,1,49.284708,-122.790382
HARTLEY AVE & SCHOONER ST,Casualty,COQUITLAM,2016,1,49.22613,-122.840148
HONEYSUCKLE LANE & LANSDOWNE DR,Casualty,COQUITLAM,2016,1,49.290197,-122.818711
HONEYSUCKLE LANE & NOONS CREEK DR,Casualty,COQUITLAM,2016,1,49.295463,-122.820852
HOWIE AVE & NELSON ST,Casualty,COQUITLAM,2016,1,49.250571,-122.865617
HWY 7B OFFRAMP & MARY HILL BYPASS OFFRAMP & UNITED BLVD,Casualty,COQUITLAM,2016,1,49.228091,-122.819504
HWY 7B OFFRAMP & PORT MANN RAILWAY OVERHEAD & TRANS-CANADA HWY & TRANS-CANADA HWY OFFRAMP & UNITED BLVD & UNITED BLVD OFFRAMP & UNITED BLVD ONRAMP,Casualty,COQUITLAM,2016,1,49.2291,-122.833797
HWY 7B OFFRAMP & TRANS-CANADA HWY OFFRAMP,Casualty,COQUITLAM,2016,1,49.229035,-122.828297
JOHNSON ST & PLATEAU BLVD & ROBSON DR,Casualty,COQUITLAM,2016,1,49.301018,-122.793566
LAVAL ST & ROCHESTER AVE,Casualty,COQUITLAM,2016,1,49.244995,-122.857286
LEEDER ST & UNITED BLVD & UNITED BLVD OFFRAMP,Casualty,COQUITLAM,2016,1,49.227469,-122.829975
LIGHTHOUSE CRT & MARINER WAY,Casualty,COQUITLAM,2016,1,49.264178,-122.816497
LINCOLN AVE & OXFORD ST,Casualty,COQUITLAM,2016,1,49.278367,-122.767252
LINCOLN AVE & PIPELINE RD,Casualty,COQUITLAM,2016,1,49.278641,-122.788197
LINCOLN AVE & PONDEROSA ST,Casualty,COQUITLAM,2016,1,49.279321,-122.79298
LINTON ST & POPLAR ST & WALNUT CRES,Casualty,COQUITLAM,2016,1,49.258391,-122.840849
LINTON ST & REGAN AVE,Casualty,COQUITLAM,2016,1,49.261633,-122.840834
LOUGHEED HWY & MYRNAM ST,Casualty,COQUITLAM,2016,1,49.231926,-122.849008
MACINTOSH ST & SMITH AVE,Casualty,COQUITLAM,2016,1,49.259899,-122.866042
MARMONT ST & ROCHESTER AVE,Casualty,COQUITLAM,2016,1,49.244953,-122.862221
MARY HILL BYPASS ONRAMP & PORT MANN BRIDGE & TRANS-CANADA HWY & UNITED BLVD,Casualty,COQUITLAM,2016,1,49.227104,-122.819872
MOHAWK AVE & MORAY ST,Casualty,COQUITLAM,2016,1,49.272244,-122.834913
MOHAWK AVE & PALERMO ST,Casualty,COQUITLAM,2016,1,49.272235,-122.832831
NOONS CREEK DR & PANORAMA DR,Casualty,COQUITLAM,2016,1,49.297539,-122.815876
ORLAND DR & WILMOT ST,Casualty,COQUITLAM,2016,1,49.256818,-122.835914
PADDOCK DR & PINETREE WAY & PLATEAU BLVD,Casualty,COQUITLAM,2016,1,49.307593,-122.786692
PANORAMA DR & PARKWAY BLVD,Casualty,COQUITLAM,2016,1,49.297515,-122.809406
PARKWAY BLVD & TANGLEWOOD LANE,Casualty,COQUITLAM,2016,1,49.298683,-122.808785
PINE DR & SORREL ST,Casualty,COQUITLAM,2016,1,49.249579,-122.802217
PINETREE WAY & PINEWOOD AVE & TREVOR WINGROVE WAY,Casualty,COQUITLAM,2016,1,49.290969,-122.789804
PINETREE WAY & SILVER SPRINGS BLVD,Casualty,COQUITLAM,2016,1,49.294787,-122.788919
PINETREE WAY & UNNAMED LANE,Casualty,COQUITLAM,2016,1,49.288713,-122.790285
PLATEAU BLVD & PLATEAU CRES,Casualty,COQUITLAM,2016,1,49.305058,-122.7925
PLATEAU BLVD & SUGARPINE CRT,Casualty,COQUITLAM,2016,1,49.306108,-122.791302
POIRIER ST & REGAN AVE,Casualty,COQUITLAM,2016,1,49.261585,-122.846418
POIRIER ST & SMITH AVE,Casualty,COQUITLAM,2016,1,49.259743,-122.846413
PORTER ST & WINSLOW AVE,Casualty,COQUITLAM,2016,1,49.253882,-122.86334
PRINCESS CRES & TOWN CENTRE BLVD,Casualty,COQUITLAM,2016,1,49.285975,-122.794583
PURCELL DR & ROBSON DR,Casualty,COQUITLAM,2016,1,49.297204,-122.783514
RICHARD ST & SHAW AVE,Casualty,COQUITLAM,2016,1,49.244428,-122.88331
SCHOOLHOUSE ST & WINSLOW AVE,Casualty,COQUITLAM,2016,1,49.253865,-122.852301
THERMAL DR & ULTRA CRT,Casualty,COQUITLAM,2016,1,49.264362,-122.833561
WALNUT CRES & WALNUT PL,Casualty,COQUITLAM,2016,1,49.256956,-122.842601
ANSON AVE & PONDEROSA ST,Casualty,COQUITLAM,2016,2,49.27747,-122.793181
AUSTIN AVE & BROMLEY ST,Casualty,COQUITLAM,2016,2,49.24909,-122.818827
AUSTIN AVE & GUILBY ST,Casualty,COQUITLAM,2016,2,49.249055,-122.885425
AUSTIN AVE & HILLCREST ST,Casualty,COQUITLAM,2016,2,49.249036,-122.835534
AUSTIN AVE & LAURENTIAN CRES,Casualty,COQUITLAM,2016,2,49.248993,-122.843978
AUSTIN AVE & POIRIER ST,Casualty,COQUITLAM,2016,2,49.248988,-122.846625
AUSTIN AVE & SCHOOLHOUSE ST,Casualty,COQUITLAM,2016,2,49.248992,-122.852462
AUSTIN AVE & WALKER ST,Casualty,COQUITLAM,2016,2,49.249023,-122.87715
BANTING ST & COMO LAKE AVE,Casualty,COQUITLAM,2016,2,49.263605,-122.877045
BLUE MOUNTAIN ST & REGAN AVE,Casualty,COQUITLAM,2016,2,49.261688,-122.868841
BRUNETTE AVE & LEBLEU ST,Casualty,COQUITLAM,2016,2,49.237668,-122.867509
BRUNETTE AVE & THERRIEN ST,Casualty,COQUITLAM,2016,2,49.239006,-122.861026
CHILKO DR & MARINER WAY,Casualty,COQUITLAM,2016,2,49.255768,-122.815677
COMO LAKE AVE & MACINTOSH ST,Casualty,COQUITLAM,2016,2,49.263553,-122.865947
COMO LAKE AVE & PORTER ST,Casualty,COQUITLAM,2016,2,49.263535,-122.86319
COMO LAKE AVE & SCHOOLHOUSE ST,Casualty,COQUITLAM,2016,2,49.263455,-122.852048
DAYBREAK AVE & MARINER WAY,Casualty,COQUITLAM,2016,2,49.268279,-122.813798
DELESTRE AVE & MARMONT ST,Casualty,COQUITLAM,2016,2,49.241706,-122.862238
DELESTRE AVE & NELSON ST,Casualty,COQUITLAM,2016,2,49.241728,-122.865069
DEWDNEY TRUNK RD & HOY ST,Casualty,COQUITLAM,2016,2,49.26808,-122.796239
DEWDNEY TRUNK RD & NORMAN AVE,Casualty,COQUITLAM,2016,2,49.270907,-122.801541
EAGLERIDGE DR & HIALEAH CRT & LANSDOWNE DR,Casualty,COQUITLAM,2016,2,49.280723,-122.808318
FOSTER AVE & GATENSBURY ST & LAKESHORE DR,Casualty,COQUITLAM,2016,2,49.256155,-122.857835
GABRIOLA DR & PIPELINE RD & PRIVATE DRIVEWAY,Casualty,COQUITLAM,2016,2,49.291372,-122.781833
GLEN DR & THE HIGH ST,Casualty,COQUITLAM,2016,2,49.282698,-122.796109
INLET ST & PIPELINE RD,Casualty,COQUITLAM,2016,2,49.281574,-122.786711
LINCOLN AVE & SHAUGHNESSY ST,Casualty,COQUITLAM,2016,2,49.27848,-122.773157
LOUGHEED HWY,Casualty,COQUITLAM,2016,2,49.247388,-122.802684
LOUGHEED HWY & PONDEROSA ST,Casualty,COQUITLAM,2016,2,49.274781,-122.793282
MARINER WAY & PILOT DR,Casualty,COQUITLAM,2016,2,49.268875,-122.813984
MARMONT ST & RIDGEWAY AVE,Casualty,COQUITLAM,2016,2,49.249673,-122.862163
MARMONT ST & THOMAS AVE,Casualty,COQUITLAM,2016,2,49.24276,-122.862244
MARY HILL BYPASS & MARY HILL BYPASS OFFRAMP & MARY HILL BYPASS ONRAMP & UNITED BLVD & TURNING LANE,Casualty,COQUITLAM,2016,2,49.227681,-122.819615
MARY HILL BYPASS ONRAMP & TRANS-CANADA HWY OFFRAMP & UNITED BLVD,Casualty,COQUITLAM,2016,2,49.227977,-122.819565
NELSON ST & ROCHESTER AVE,Casualty,COQUITLAM,2016,2,49.245333,-122.865128
NORTH RD & NORTH ROAD SKYTRAIN UNDERPASS & NORTH ROAD UNDERPASS & TRANS-CANADA HWY,Casualty,COQUITLAM,2016,2,49.242269,-122.892601
NORTH RD & SMITH AVE,Casualty,COQUITLAM,2016,2,49.260347,-122.893047
NORTH RD & TRANS-CANADA HWY,Casualty,COQUITLAM,2016,2,49.242365,-122.892602
NORTHERN AVE & PINETREE WAY,Casualty,COQUITLAM,2016,2,49.28078,-122.79331
NORTHERN AVE & THE HIGH ST,Casualty,COQUITLAM,2016,2,49.280741,-122.796083
TUPPER AVE & WOOLRIDGE ST,Casualty,COQUITLAM,2016,2,49.234634,-122.868652
ALDERSON AVE & NELSON ST,Casualty,COQUITLAM,2016,3,49.239727,-122.865029
AUSTIN AVE & DECAIRE ST,Casualty,COQUITLAM,2016,3,49.248992,-122.850053
AUSTIN AVE & MONTGOMERY ST,Casualty,COQUITLAM,2016,3,49.249026,-122.839168
AUSTIN AVE & MUNDY ST,Casualty,COQUITLAM,2016,3,49.249045,-122.83427
BLUE MOUNTAIN ST & FOSTER AVE,Casualty,COQUITLAM,2016,3,49.256275,-122.868959
BRUNETTE AVE & WOOLRIDGE ST,Casualty,COQUITLAM,2016,3,49.237436,-122.868674
BURBIDGE ST & UNITED BLVD & INSTITUTIONAL ACCESS ROAD,Casualty,COQUITLAM,2016,3,49.226217,-122.823679
CAPE HORN AVE & MARINER WAY & UNITED BLVD,Casualty,COQUITLAM,2016,3,49.239085,-122.823042
CHRISTMAS WAY & GORDON AVE,Casualty,COQUITLAM,2016,3,49.272371,-122.793304
CLARKE RD & INGERSOLL AVE,Casualty,COQUITLAM,2016,3,49.270852,-122.878236
COAST MERIDIAN RD & PRINCETON AVE,Casualty,COQUITLAM,2016,3,49.298451,-122.755873
COCHRANE AVE & NORTH RD,Casualty,COQUITLAM,2016,3,49.252004,-122.892915
COMO LAKE AVE & CUSTER CRT,Casualty,COQUITLAM,2016,3,49.263347,-122.838123
COMO LAKE AVE & DOGWOOD ST,Casualty,COQUITLAM,2016,3,49.263446,-122.883516
COMO LAKE AVE & WESTWOOD ST,Casualty,COQUITLAM,2016,3,49.263079,-122.79429
DUNKIRK AVE & PIPELINE RD & TREVOR WINGROVE WAY,Casualty,COQUITLAM,2016,3,49.287886,-122.783567
FOSTER AVE & NORTH RD,Casualty,COQUITLAM,2016,3,49.256806,-122.892969
GLEN DR & PACIFIC ST,Casualty,COQUITLAM,2016,3,49.282715,-122.798832
GREENE ST & WESTWOOD ST,Casualty,COQUITLAM,2016,3,49.265565,-122.790747
GUILDFORD WAY & OZADA AVE & PIPELINE RD,Casualty,COQUITLAM,2016,3,49.285797,-122.784658
GUILDFORD WAY & TOWN CENTRE BLVD,Casualty,COQUITLAM,2016,3,49.284997,-122.794597
HICKEY DR & MARINER WAY & RIVERVIEW CRES & TURNING LANE,Casualty,COQUITLAM,2016,3,49.243977,-122.815615
HWY 7 OFFRAMP & LOUGHEED HWY & TRANS-CANADA HWY OFFRAMP,Casualty,COQUITLAM,2016,3,49.22929,-122.836838
HWY 7 OFFRAMP & LOUGHEED HWY ONRAMP & UNITED BLVD,Casualty,COQUITLAM,2016,3,49.236859,-122.82073
JOHNSON ST & MEADOWVISTA PL & PANORAMA DR,Casualty,COQUITLAM,2016,3,49.299445,-122.800611
JOHNSON ST & PACKARD AVE,Casualty,COQUITLAM,2016,3,49.279958,-122.80169
KING EDWARD ST & SEGUIN DR,Casualty,COQUITLAM,2016,3,49.235683,-122.861649
KING EDWARD ST & TRANS-CANADA HWY,Casualty,COQUITLAM,2016,3,49.232431,-122.861581
ROBINSON ST & SMITH AVE,Casualty,COQUITLAM,2016,3,49.260127,-122.879834
SCHOONER ST & UNITED BLVD,Casualty,COQUITLAM,2016,3,49.228056,-122.839721
ALDERSON AVE & BLUE MOUNTAIN ST,Casualty,COQUITLAM,2016,4,49.239736,-122.873003
ATLANTIC AVE & THE HIGH ST,Casualty,COQUITLAM,2016,4,49.281742,-122.796096
AUSTIN AVE & HICKEY DR & HICKEY ST,Casualty,COQUITLAM,2016,4,49.24907,-122.82441
BLUE MOUNTAIN ST & ROCHESTER AVE,Casualty,COQUITLAM,2016,4,49.245358,-122.872845
BLUE MOUNTAIN ST & WINSLOW AVE,Casualty,COQUITLAM,2016,4,49.253928,-122.869001
BRUNETTE AVE & LAVAL ST,Casualty,COQUITLAM,2016,4,49.239767,-122.857318
CLARKE RD & KEMSLEY AVE,Casualty,COQUITLAM,2016,4,49.26652,-122.883742
COMO LAKE AVE & GREENE ST,Casualty,COQUITLAM,2016,4,49.263079,-122.796012
COMO LAKE AVE & MONTROSE ST,Casualty,COQUITLAM,2016,4,49.263335,-122.836984
DAVID AVE & GENEST WAY,Casualty,COQUITLAM,2016,4,49.292903,-122.78596
DELAHAYE DR & JOHNSON ST,Casualty,COQUITLAM,2016,4,49.293123,-122.800605
GATINEAU PL & NORTH RD,Casualty,COQUITLAM,2016,4,49.248046,-122.892802
GORDON AVE & WESTWOOD ST,Casualty,COQUITLAM,2016,4,49.269908,-122.790609
HAWSER AVE & MARINER WAY,Casualty,COQUITLAM,2016,4,49.270844,-122.814638
LOUGHEED HWY & TRANS-CANADA HWY,Casualty,COQUITLAM,2016,4,49.229445,-122.836061
NELSON ST & RIDGEWAY AVE,Casualty,COQUITLAM,2016,4,49.249721,-122.865613
TRANS-CANADA HWY & UNITED BLVD,Casualty,COQUITLAM,2016,4,49.227089,-122.820129
AUSTIN AVE & GATENSBURY ST,Casualty,COQUITLAM,2016,5,49.248968,-122.857976
CLARKE RD & GLENAYRE DR,Casualty,COQUITLAM,2016,5,49.270011,-122.879339
CLARKE RD & SMITH AVE,Casualty,COQUITLAM,2016,5,49.260338,-122.891594
COLEMAN AVE ONRAMP & TRANS-CANADA HWY,Casualty,COQUITLAM,2016,5,49.231174,-122.849633
DAVID AVE & LANSDOWNE DR,Casualty,COQUITLAM,2016,5,49.294429,-122.813207
DAVID AVE & SHAUGHNESSY ST,Casualty,COQUITLAM,2016,5,49.294766,-122.770966
FALCON DR & RUNNEL DR,Casualty,COQUITLAM,2016,5,49.278852,-122.818377
FERN TERR & MARINER WAY,Casualty,COQUITLAM,2016,5,49.24149,-122.816742
GLEN DR & WESTWOOD ST,Casualty,COQUITLAM,2016,5,49.282671,-122.790406
GUILDFORD WAY & LANSDOWNE DR,Casualty,COQUITLAM,2016,5,49.284383,-122.809666
HWY 7B OFFRAMP & MARY HILL BYPASS OFFRAMP & MARY HILL BYPASS ONRAMP & TRANS-CANADA HWY OFFRAMP & UNITED BLVD,Casualty,COQUITLAM,2016,5,49.228023,-122.819439
JOHNSON ST & WALTON AVE,Casualty,COQUITLAM,2016,5,49.289961,-122.801442
LANSDOWNE DR & RUNNEL DR,Casualty,COQUITLAM,2016,5,49.27881,-122.808298
LUCILLE STARR DR & SCHOOLHOUSE ST,Casualty,COQUITLAM,2016,5,49.236198,-122.852517
AUSTIN AVE & LINTON ST,Casualty,COQUITLAM,2016,6,49.249016,-122.841112
BAKER DR & COMO LAKE AVE,Casualty,COQUITLAM,2016,6,49.263194,-122.824706
CHAPMAN AVE & CLARKE RD & ROBINSON ST,Casualty,COQUITLAM,2016,6,49.269084,-122.880533
CHRISTMAS WAY & WESTWOOD ST,Casualty,COQUITLAM,2016,6,49.271863,-122.790555
COMO LAKE AVE & GATENSBURY ST,Casualty,COQUITLAM,2016,6,49.263496,-122.857566
COMO LAKE AVE & POIRIER ST,Casualty,COQUITLAM,2016,6,49.263408,-122.846425
DAVID AVE & NOONS CREEK DR,Casualty,COQUITLAM,2016,6,49.296185,-122.819443
DELESTRE AVE & NORTH RD,Casualty,COQUITLAM,2016,6,49.242614,-122.892599
DOLPHIN ST & MARINER WAY,Casualty,COQUITLAM,2016,6,49.273058,-122.808642
LINCOLN AVE & PINETREE WAY & MALL ACCESS,Casualty,COQUITLAM,2016,6,49.279597,-122.794238
PINETREE WAY & TOWN CENTRE BLVD & UNNAMED LANE,Casualty,COQUITLAM,2016,6,49.286826,-122.791332
ANSON AVE & PINETREE WAY & MALL ACCESS,Casualty,COQUITLAM,2016,7,49.27834,-122.795372
AUSTIN AVE & WESTVIEW ST & WHITING WAY,Casualty,COQUITLAM,2016,7,49.249072,-122.889639
BLUE MOUNTAIN ST & COMO LAKE AVE,Casualty,COQUITLAM,2016,7,49.263562,-122.868767
COAST MERIDIAN RD & DAVID AVE,Casualty,COQUITLAM,2016,7,49.292967,-122.755942
COMO LAKE AVE & THERMAL DR,Casualty,COQUITLAM,2016,7,49.26331,-122.834416
DEWDNEY TRUNK RD & WESTWOOD ST,Casualty,COQUITLAM,2016,7,49.268044,-122.790638
JOHNSON ST & PARKWAY BLVD,Casualty,COQUITLAM,2016,7,49.296836,-122.801824
ALDERSON AVE & HART ST & LOUGHEED HWY & TURNING LANE,Casualty,COQUITLAM,2016,8,49.239701,-122.881331
ANSON AVE & WESTWOOD ST,Casualty,COQUITLAM,2016,8,49.277217,-122.790487
AUSTIN AVE & MARINER WAY & TURNING LANE,Casualty,COQUITLAM,2016,8,49.249074,-122.815642
